Elevation,Azimuth,ITD,ILD,Spectral ILD,Spectral ITD,Left MFCC,Right MFCC
30,0,[-0.00294785 -0.01018141],[0.12401643 4.07743663],[0.07921221 0.69559701],[-0.00580499 -0.00580499 -0.00580499],"[[-2.08482391e+02 -2.60310577e+02]
 [-4.45444775e+00 -8.98458302e-01]
 [-8.89040070e+01 -8.60606537e+01]
 [ 8.34235287e+00  1.20711250e+01]
 [ 1.07679114e-01  4.91389179e+00]
 [ 1.54894638e+01  2.03178406e+01]
 [-1.43309889e+01 -1.13018875e+01]
 [-4.78175831e+00 -1.11392999e+00]
 [-6.19167709e+00 -2.78008509e+00]
 [ 1.58394575e+00  4.38336802e+00]
 [-1.62436943e+01 -1.35718803e+01]
 [ 2.05222583e+00  4.25934792e+00]
 [-1.62609482e+01 -1.37608995e+01]
 [ 3.00726795e+00  5.69158030e+00]
 [-2.85427070e+00 -4.35941577e-01]
 [-1.13369675e+01 -9.44241524e+00]
 [-3.62544060e+00 -2.08489180e+00]
 [-6.22444630e+00 -4.32028437e+00]
 [-2.75222778e+00 -6.98952198e-01]
 [-2.27065372e+00 -1.16023672e+00]]","[[-220.19356    -271.4897    ]
 [  16.090664     19.796227  ]
 [-107.15067    -103.85444   ]
 [  27.740334     31.71051   ]
 [ -15.057128     -9.945123  ]
 [  23.572754     28.62898   ]
 [ -16.413494    -13.090338  ]
 [  -5.3984957    -1.465095  ]
 [  -3.7041905    -0.33968124]
 [  -5.922756     -2.8654747 ]
 [ -10.275323     -7.5167675 ]
 [  -1.6563544     1.0710473 ]
 [ -10.470099     -7.5963907 ]
 [  -1.8459966     0.75939023]
 [  -3.0887127    -0.5034699 ]
 [  -9.972076     -7.9140368 ]
 [  -3.2740178    -1.2042117 ]
 [  -5.906995     -3.9432523 ]
 [  -2.8439882    -0.6538362 ]
 [  -4.555784     -3.2752948 ]]"
30,6,[-0.00290249 -0.01047619],[-1.71174288  3.45873386],[-1.81567267 -0.19803366],[-0.00580499 -0.00580499 -0.00580499],"[[-2.1911713e+02 -2.7053384e+02]
 [ 1.6230428e+00  5.3092742e+00]
 [-9.0568184e+01 -8.7518585e+01]
 [ 1.0261879e+01  1.4162365e+01]
 [ 1.6571754e-01  5.1535010e+00]
 [ 1.6779858e+01  2.1824530e+01]
 [-1.3997862e+01 -1.0797560e+01]
 [-4.8734541e+00 -1.0075690e+00]
 [-4.7480774e+00 -1.2064004e+00]
 [-1.0194094e+00  1.8600473e+00]
 [-1.4630699e+01 -1.1912649e+01]
 [ 1.2568326e-01  2.4421220e+00]
 [-1.4837667e+01 -1.2242643e+01]
 [ 2.6310751e+00  5.4881945e+00]
 [-2.8819180e+00 -3.3877099e-01]
 [-9.8926659e+00 -7.7902060e+00]
 [-4.3014174e+00 -2.5813055e+00]
 [-4.5263491e+00 -2.5396976e+00]
 [-4.3196716e+00 -2.2135510e+00]
 [-1.1977961e+00 -5.9204906e-02]]","[[-210.00497    -261.71735   ]
 [  11.125477     14.921295  ]
 [-105.52371    -102.29094   ]
 [  26.822666     30.806652  ]
 [ -15.400416    -10.33259   ]
 [  22.600866     27.636997  ]
 [ -15.555119    -12.2145405 ]
 [  -6.1567764    -2.32622   ]
 [  -3.9274158    -0.42676476]
 [  -3.5873299    -0.55699575]
 [ -11.92251      -8.982899  ]
 [   1.5782094     4.274169  ]
 [ -12.513871     -9.516999  ]
 [   0.33565807    2.8460536 ]
 [  -4.2509017    -1.6680148 ]
 [  -9.039816     -7.0524826 ]
 [  -3.3394666    -1.3816371 ]
 [  -6.4617286    -4.5188704 ]
 [  -1.1384782     1.0327631 ]
 [  -4.8257155    -3.5074859 ]]"
30,12,[-0.00285714 -0.01045351],[-3.47227097  2.65021265],[-3.63203973 -1.03807211],[-0.01160998 -0.00580499 -0.00580499],"[[-2.3122150e+02 -2.8227783e+02]
 [ 9.4048634e+00  1.2843519e+01]
 [-9.4225357e+01 -9.1173119e+01]
 [ 1.4148630e+01  1.7911903e+01]
 [-1.3740788e+00  3.5335603e+00]
 [ 1.9222446e+01  2.4227715e+01]
 [-1.4598658e+01 -1.1576555e+01]
 [-4.6916151e+00 -8.3930278e-01]
 [-4.0313129e+00 -8.1196672e-01]
 [-3.9056091e+00 -1.0754051e+00]
 [-1.2667752e+01 -1.0288734e+01]
 [-2.3062310e+00 -6.6366345e-02]
 [-1.2969817e+01 -1.0492443e+01]
 [ 1.5206075e+00  4.2769308e+00]
 [-2.8182387e+00 -2.9974902e-01]
 [-8.7794104e+00 -6.7387934e+00]
 [-4.9552460e+00 -3.1850872e+00]
 [-3.8234169e+00 -2.0560024e+00]
 [-6.1750641e+00 -4.1604428e+00]
 [-3.7147212e-01  5.8067864e-01]]","[[-2.0224893e+02 -2.5422733e+02]
 [ 8.1323986e+00  1.1847712e+01]
 [-1.0611860e+02 -1.0284970e+02]
 [ 2.7190742e+01  3.1066593e+01]
 [-1.6749767e+01 -1.1668039e+01]
 [ 2.1646458e+01  2.6600136e+01]
 [-1.5135111e+01 -1.1816694e+01]
 [-7.1237259e+00 -3.3667450e+00]
 [-4.6699190e+00 -1.1904767e+00]
 [-2.3148634e+00  7.3723626e-01]
 [-1.2729594e+01 -9.7312050e+00]
 [ 2.8168602e+00  5.5787573e+00]
 [-1.3038614e+01 -1.0038382e+01]
 [ 7.7576041e-02  2.5937309e+00]
 [-3.8060293e+00 -1.2531136e+00]
 [-1.0859421e+01 -8.9236202e+00]
 [-1.3705775e+00  5.4662311e-01]
 [-9.6687832e+00 -7.7747669e+00]
 [ 1.0424360e+00  3.2208161e+00]
 [-6.4227614e+00 -5.0596828e+00]]"
30,18,[-0.00281179 -0.01043084],[-5.11298537  2.20881715],[-5.32603323 -1.81044504],[-0.01160998 -0.01741497 -0.00580499],"[[-2.4190692e+02 -2.9262402e+02]
 [ 1.5196314e+01  1.8511196e+01]
 [-9.5446976e+01 -9.2426041e+01]
 [ 1.6484743e+01  2.0206535e+01]
 [-1.3198723e+00  3.5653844e+00]
 [ 2.1046568e+01  2.6036299e+01]
 [-1.4926554e+01 -1.1969371e+01]
 [-3.9544587e+00 -2.2737995e-01]
 [-5.6803060e+00 -2.6387115e+00]
 [-3.6961398e+00 -1.0202713e+00]
 [-1.3736498e+01 -1.1505585e+01]
 [-9.6469814e-01  1.1660155e+00]
 [-1.3471807e+01 -1.0988758e+01]
 [ 2.0029547e+00  4.6995859e+00]
 [-2.5233655e+00  4.4802085e-02]
 [-8.0022774e+00 -5.9632869e+00]
 [-4.0639668e+00 -2.2905385e+00]
 [-5.2549896e+00 -3.6442370e+00]
 [-5.8150358e+00 -3.9925628e+00]
 [-2.4083775e-01  6.7909300e-01]]","[[-1.96926254e+02 -2.49056870e+02]
 [ 7.66700363e+00  1.12615166e+01]
 [-1.08822327e+02 -1.05410706e+02]
 [ 2.93712940e+01  3.31479416e+01]
 [-1.95358200e+01 -1.43832550e+01]
 [ 2.17189445e+01  2.66214428e+01]
 [-1.54731026e+01 -1.21258202e+01]
 [-7.77117062e+00 -4.03815460e+00]
 [-5.26628017e+00 -1.81626868e+00]
 [-2.65790844e+00  4.70971346e-01]
 [-1.15631809e+01 -8.48124695e+00]
 [ 2.09505796e+00  4.97396612e+00]
 [-1.21156178e+01 -9.07758617e+00]
 [-6.31868422e-01  1.95280743e+00]
 [-3.90752006e+00 -1.36510420e+00]
 [-1.09634132e+01 -9.00636673e+00]
 [-1.84963930e+00  4.94361594e-02]
 [-9.19091606e+00 -7.29433060e+00]
 [-9.66294706e-01  1.18534601e+00]
 [-4.16037369e+00 -2.74464417e+00]]"
30,24,[-0.00276644 -0.01036281],[-6.5607965   1.94354072],[-6.83261991 -2.42684528],[-0.01160998  0.         -0.00580499],"[[-2.51175018e+02 -3.01437653e+02]
 [ 1.86254921e+01  2.17902527e+01]
 [-9.47114792e+01 -9.16252060e+01]
 [ 1.69208050e+01  2.06070595e+01]
 [ 3.03465784e-01  5.26781654e+00]
 [ 2.12290611e+01  2.62128105e+01]
 [-1.46155233e+01 -1.17171421e+01]
 [-4.88984108e+00 -1.27826834e+00]
 [-7.72231627e+00 -4.84281683e+00]
 [-3.28012085e+00 -7.09217668e-01]
 [-1.54788818e+01 -1.32825413e+01]
 [ 1.26506960e+00  3.34651947e+00]
 [-1.52928343e+01 -1.27321005e+01]
 [ 3.03270864e+00  5.72789955e+00]
 [-2.47544098e+00  2.44324341e-01]
 [-7.56349468e+00 -5.54746151e+00]
 [-3.74291086e+00 -2.02187729e+00]
 [-7.76904678e+00 -6.26493931e+00]
 [-4.15521908e+00 -2.44654417e+00]
 [-1.63453102e+00 -7.89766788e-01]]","[[-1.9333627e+02 -2.4575203e+02]
 [ 9.3114319e+00  1.2537351e+01]
 [-1.1221466e+02 -1.0887779e+02]
 [ 3.2160294e+01  3.5613937e+01]
 [-2.1722404e+01 -1.6740990e+01]
 [ 2.1902191e+01  2.6531139e+01]
 [-1.5916837e+01 -1.2778381e+01]
 [-7.5059204e+00 -4.0099983e+00]
 [-6.4384975e+00 -3.2820163e+00]
 [-2.3796468e+00  6.0207123e-01]
 [-1.1043282e+01 -8.1427393e+00]
 [ 2.4907193e+00  5.2798977e+00]
 [-1.1971920e+01 -9.1714811e+00]
 [-5.1186317e-01  1.9777036e+00]
 [-3.9748259e+00 -1.7302217e+00]
 [-1.1165665e+01 -9.3332176e+00]
 [-1.3812683e+00  2.4459222e-01]
 [-9.3591986e+00 -7.6374688e+00]
 [-1.5488187e+00  3.4986222e-01]
 [-3.5777171e+00 -2.3694410e+00]]"
30,30,[-0.00272109 -0.01034014],[-7.77355313  1.91718027],[-8.11607659 -2.81170785],[-0.01741497 -0.01160998 -0.00580499],"[[-261.02094    -310.66592   ]
 [  23.052776     26.308472  ]
 [ -94.58205     -91.248146  ]
 [  18.12051      22.054031  ]
 [   1.9030347     7.0927353 ]
 [  21.087442     26.330482  ]
 [ -14.315381    -11.402872  ]
 [  -7.298441     -3.5344372 ]
 [  -8.911664     -6.088708  ]
 [  -3.2210488    -0.45458513]
 [ -15.806047    -13.396465  ]
 [   2.6314044     4.898699  ]
 [ -16.205486    -13.343563  ]
 [   3.6239965     6.564925  ]
 [  -1.4658425     1.5270054 ]
 [  -8.286882     -6.100896  ]
 [  -4.0363817    -2.3948889 ]
 [  -9.309498     -7.58403   ]
 [  -2.839955     -1.093095  ]
 [  -2.8926606    -1.8680499 ]]","[[-1.90225754e+02 -2.42771805e+02]
 [ 1.01514969e+01  1.36720791e+01]
 [-1.14145203e+02 -1.10574020e+02]
 [ 3.22733574e+01  3.58794861e+01]
 [-2.13206940e+01 -1.59991150e+01]
 [ 1.96240768e+01  2.42820511e+01]
 [-1.51606750e+01 -1.16514225e+01]
 [-8.09305000e+00 -4.51276159e+00]
 [-7.71515369e+00 -4.36373377e+00]
 [-1.58932674e+00  1.67044187e+00]
 [-1.25975647e+01 -9.52842236e+00]
 [ 5.19203568e+00  8.40606785e+00]
 [-1.46396065e+01 -1.17274151e+01]
 [ 1.51458216e+00  4.32690859e+00]
 [-5.74155712e+00 -3.29301763e+00]
 [-1.06515350e+01 -8.67735672e+00]
 [-1.59943414e+00  3.56716514e-01]
 [-9.51832771e+00 -7.73112202e+00]
 [-2.33306026e+00 -1.67954385e-01]
 [-3.37708998e+00 -2.03334785e+00]]"
30,36,[-0.00267574 -0.01031746],[-8.75550628  2.05078006],[-9.17600453 -3.01875114],[-0.01741497 -0.01160998 -0.01160998],"[[-270.66986    -319.6438    ]
 [  28.150097     31.02405   ]
 [ -94.274826    -90.6868    ]
 [  20.099293     24.001795  ]
 [   3.5634675     8.715342  ]
 [  20.93987      26.308903  ]
 [ -14.5526      -11.997322  ]
 [ -10.21537      -6.3921604 ]
 [  -9.264426     -6.761566  ]
 [  -2.3691978     0.4700804 ]
 [ -15.59519     -13.106598  ]
 [   3.9791346     6.317436  ]
 [ -16.584072    -13.650097  ]
 [   4.86428       7.9540663 ]
 [  -0.41837007    2.5159407 ]
 [ -10.351887     -8.262316  ]
 [  -3.1871543    -1.7691747 ]
 [ -10.379051     -8.726083  ]
 [  -1.4179353     0.41076145]
 [  -4.088634     -3.1953368 ]]","[[-190.42139   -243.51767  ]
 [  15.358574    18.967224 ]
 [-119.14139   -115.878334 ]
 [  35.9198      39.35115  ]
 [ -23.713028   -18.459167 ]
 [  20.569283    24.838436 ]
 [ -15.747698   -12.247803 ]
 [  -9.033384    -5.7501945]
 [  -5.623575    -2.5179145]
 [  -5.2701883   -2.0270424]
 [  -8.473394    -5.77281  ]
 [   2.607686     5.982397 ]
 [ -12.274997    -9.731109 ]
 [   0.5804175    3.3523033]
 [  -6.1907463   -3.8730247]
 [  -8.493673    -6.8311505]
 [  -4.663533    -2.6298969]
 [  -5.296632    -3.9104328]
 [  -6.943624    -4.8124294]
 [   0.731812     1.8525594]]"
30,42,[-0.00263039 -0.01027211],[-9.54699159  2.15709135],[-10.03310561  -3.30169618],[-0.01741497 -0.01160998 -0.01160998],"[[-279.32956    -327.86307   ]
 [  32.9148       35.72042   ]
 [ -93.62004     -89.85298   ]
 [  23.004128     26.790054  ]
 [   3.8291218     9.153667  ]
 [  21.468735     26.54442   ]
 [ -17.247688    -14.712049  ]
 [ -12.049538     -8.434038  ]
 [  -9.106525     -6.712002  ]
 [  -0.9307898     2.0947573 ]
 [ -14.930395    -12.541463  ]
 [   4.2786126     7.0760236 ]
 [ -15.396761    -12.707382  ]
 [   5.4493523     8.813162  ]
 [  -0.83053803    1.8570207 ]
 [ -12.104052    -10.235718  ]
 [  -2.1008203    -0.7137494 ]
 [ -10.57912      -9.025688  ]
 [  -1.4121305     0.48899704]
 [  -3.5759456    -2.4596395 ]]","[[-185.7888    -239.36038  ]
 [  13.165433    16.925674 ]
 [-117.17337   -114.24654  ]
 [  34.469215    37.94531  ]
 [ -23.82822    -18.807962 ]
 [  22.408386    26.579796 ]
 [ -19.637035   -16.266289 ]
 [  -5.1553926   -2.0809736]
 [  -9.598055    -6.547209 ]
 [  -1.9236255    1.080796 ]
 [ -11.561635    -8.8302765]
 [   6.267355     9.480003 ]
 [ -14.971809   -12.474543 ]
 [   3.2105637    5.874575 ]
 [  -8.845393    -6.7025433]
 [  -5.554022    -3.8621898]
 [  -6.910219    -5.156644 ]
 [  -3.4951518   -2.0261188]
 [  -7.890283    -6.1155357]
 [   0.5618682    1.7613051]]"
30,48,[-0.00260771 -0.01024943],[-10.2121079    2.29215801],[-10.73856592  -3.72503817],[-0.01741497 -0.01160998 -0.01741497],"[[-2.8878860e+02 -3.3636517e+02]
 [ 3.9222572e+01  4.1554749e+01]
 [-9.3850037e+01 -8.9467880e+01]
 [ 2.5761311e+01  2.9450813e+01]
 [ 4.3334579e+00  9.7771158e+00]
 [ 1.8273029e+01  2.3347561e+01]
 [-1.8173615e+01 -1.5788023e+01]
 [-1.5694512e+01 -1.1913021e+01]
 [-6.0958443e+00 -3.6890192e+00]
 [-8.6543538e-02  3.1651595e+00]
 [-1.6180304e+01 -1.3500168e+01]
 [ 6.7443457e+00  9.7129116e+00]
 [-1.6278084e+01 -1.3355389e+01]
 [ 6.3147035e+00  9.7070236e+00]
 [-3.5026147e+00 -1.0137249e+00]
 [-1.2676447e+01 -1.0647548e+01]
 [ 3.3915561e-01  1.5176216e+00]
 [-1.4104303e+01 -1.2139085e+01]
 [ 2.0623362e+00  3.9682822e+00]
 [-4.6637192e+00 -3.0907917e+00]]","[[-182.25618    -236.03957   ]
 [  11.152294     15.120217  ]
 [-114.82625    -111.91997   ]
 [  31.952875     35.559498  ]
 [ -23.247831    -18.1771    ]
 [  23.358246     27.571222  ]
 [ -22.360718    -18.896908  ]
 [  -3.5381987    -0.50930786]
 [ -11.264093     -8.035796  ]
 [  -1.1150839     1.8166431 ]
 [ -12.093744     -9.109511  ]
 [   6.5068474     9.678397  ]
 [ -14.536482    -11.818793  ]
 [   2.643803      5.287194  ]
 [  -8.923613     -6.6545305 ]
 [  -5.316814     -3.527688  ]
 [  -6.6471586    -4.8518305 ]
 [  -4.6452436    -3.0572338 ]
 [  -6.3219194    -4.567148  ]
 [  -1.9258088    -0.5825407 ]]"
30,54,[-0.00256236 -0.01020408],[-10.94632506   2.52631307],[-11.4820385   -4.36634183],[-0.01160998 -0.00580499 -0.02321995],"[[-295.4095     -341.875     ]
 [  43.311577     44.88487   ]
 [ -92.86005     -87.6753    ]
 [  28.782108     32.013336  ]
 [   1.193122      6.8880806 ]
 [  16.575062     21.304127  ]
 [ -21.818045    -19.41688   ]
 [ -15.357038    -11.435663  ]
 [  -2.9946618    -0.52537864]
 [  -1.5456591     1.8221695 ]
 [ -15.563854    -12.451347  ]
 [   7.50022      10.093834  ]
 [ -15.7776375   -12.214973  ]
 [   3.9796426     6.56703   ]
 [  -4.8695774    -1.8786769 ]
 [ -10.496042     -8.897844  ]
 [  -2.1801186    -0.6122132 ]
 [ -12.488802    -10.510889  ]
 [   2.944825      5.0559626 ]
 [  -6.792944     -5.221347  ]]","[[-179.31328    -233.19551   ]
 [   9.028643     13.147004  ]
 [-111.7601     -108.784836  ]
 [  28.738369     32.471397  ]
 [ -22.288403    -17.14199   ]
 [  24.119366     28.458284  ]
 [ -24.466637    -20.978743  ]
 [  -2.8890064     0.24149562]
 [ -12.068911     -8.784796  ]
 [  -0.9287872     2.130786  ]
 [ -11.801235     -8.713049  ]
 [   5.7302055     9.018425  ]
 [ -13.565044    -10.7498    ]
 [   1.7966729     4.556575  ]
 [  -8.712504     -6.3864393 ]
 [  -5.631342     -3.6694446 ]
 [  -5.537047     -3.680037  ]
 [  -6.592129     -4.899405  ]
 [  -4.4749436    -2.666359  ]
 [  -3.9258347    -2.4431133 ]]"
